company_name,country,Line_of_business,company_size,date,revenue_type,revenue_stream,currency,fiscal_year,fiscal_quarter,region,payment_method,transaction_amount,transaction_date,transaction_status,Loan_ID,loan_status,Principal_amount,terms,effective_date,due_date,paid_off_time,past_due_days,Loan_flag,product_name,product_category,product_price,quality_category,Import percentage,export percentage
Luna-Brewer,Saint Barthelemy,Manufacturing,Small,1970-02-08,Service Revenue,Online,USD,2022,3,Europe,Bank Transfer,5219.33,1975-02-26,Failed,bdf8e80e-8583-4e52-b574-80d60a7d488d,Pending,40428.58,41,1988-01-03,1988-04-04,2013-10-14,4,No,Jacket,Clothing,100.32,Medium,88.67,68.64
Vasquez Group,Lesotho,Retail,Small,1975-06-11,Product Sales,Online,USD,2022,2,North America,Cash,5091.74,2002-04-25,Pending,a6567967-d045-4e41-b1be-651ac4ef4eac,Approved,17455.98,42,2023-02-05,1994-12-11,2001-10-27,14,Yes,Cabinet,Furniture,689.9,Low,61.15,49.9
Oliver LLC,Tuvalu,Manufacturing,Small,1971-09-14,Product Sales,Online,USD,2018,2,North America,Cash,7482.08,1982-06-27,Completed,08018b4b-2ef6-4040-b650-a5fe3bc236c9,Approved,74871.83,29,1988-02-14,1996-05-18,2016-01-18,10,Yes,Novel,Books,85.64,Medium,1.74,0.66
Jones Group,Tuvalu,Manufacturing,Large,1971-06-13,Service Revenue,Offline,USD,2022,1,Africa,Credit Card,9416.43,1992-06-10,Failed,44149385-3f6b-4e90-89d8-7f34455a9c0f,Rejected,62239.24,2,2009-04-05,2008-10-01,2006-04-22,25,No,Laptop,Electronics,13.46,Low,15.69,70.1
Perry-Hill,Maldives,Manufacturing,Small,2021-12-25,Subscription,Offline,USD,2022,2,Australia,Cash,8870.16,2019-03-30,Pending,5448f083-caa7-440d-950f-5555beb359d1,Rejected,56496.25,42,1977-11-15,2016-12-09,2021-02-04,11,Yes,Novel,Books,85.64,High,24.71,97.86
Taylor Group,Tonga,Retail,Medium,1983-07-05,Product Sales,Offline,USD,2021,4,North America,Bank Transfer,4638.4,1995-02-26,Completed,548a8cfa-a875-442f-aaec-586006188f97,Pending,85293.64,43,1986-10-26,1998-09-05,1972-10-23,17,No,Comic,Books,465.59,Medium,7.44,15.41
"Hanson, Estrada and Nguyen",Saint Barthelemy,Retail,Large,1976-09-25,Subscription,Offline,USD,2023,2,North America,Cash,3843.03,2004-09-04,Completed,8eb9573a-e581-4006-95d5-7eb6cb96152d,Rejected,73718.71,33,1977-12-23,2011-04-01,1995-12-07,22,Yes,Comic,Books,465.59,Low,76.68,94.15
Oliver LLC,Tonga,Finance,Small,1989-06-15,Service Revenue,Offline,USD,2023,2,Asia,Credit Card,9626.82,2001-10-19,Completed,a4714ce7-eb8a-44a3-9959-5df47cdd623a,Rejected,30010.76,23,1986-12-09,1999-11-13,2001-03-09,16,No,Blender,Household Items,473.47,High,44.66,32.23
Walker-Olson,Maldives,Manufacturing,Medium,2018-04-20,Service Revenue,Online,USD,2021,3,North America,PayPal,7012.57,1971-07-15,Completed,91a6c0b7-8ef2-42dc-9e46-7ffd55a01a0e,Pending,16610.65,9,2002-07-24,1999-08-03,1997-12-26,13,Yes,Jacket,Clothing,100.32,High,12.88,94.99
Walker-Olson,Saint Barthelemy,Manufacturing,Medium,2010-12-27,Product Sales,Online,USD,2018,3,Australia,Bank Transfer,8339.62,2021-04-16,Completed,24f644a9-2911-48a8-90fb-8dd384f3a0e7,Pending,60313.04,51,2015-09-22,2009-01-18,2016-02-07,7,Yes,Iron,Household Items,960.7,High,9.55,85.08
Walker-Olson,Tonga,Manufacturing,Large,2012-12-17,Subscription,Offline,USD,2021,1,Africa,Bank Transfer,7869.9,1986-08-08,Failed,cc85c170-5ca4-4a9f-903f-cac124c2f0a7,Approved,60847.16,16,1995-11-16,2001-08-18,2021-02-08,30,Yes,Manual,Books,158.13,High,88.84,84.16
"Hanson, Estrada and Nguyen",Croatia,Manufacturing,Medium,1981-02-28,Product Sales,Online,USD,2019,3,Australia,Bank Transfer,1672.46,1989-10-17,Failed,9b9028ab-6757-49bb-97e7-4f8c50d5ed2a,Rejected,87056.42,51,1996-10-08,2012-03-05,2006-04-07,16,No,Tablet,Electronics,447.82,High,43.52,34.95
"Hanson, Estrada and Nguyen",Maldives,Healthcare,Large,1988-05-22,Service Revenue,Offline,USD,2018,2,Europe,Credit Card,5469.29,2016-12-20,Failed,94b7e74c-a79b-43f7-945f-9f2c994e8f13,Pending,51289.93,59,1986-07-17,1995-04-06,2006-07-18,6,No,Laptop,Electronics,13.46,Medium,34.6,84.59
"Avila, King and Ingram",Saint Barthelemy,Technology,Large,1974-04-01,Service Revenue,Offline,USD,2020,3,Asia,PayPal,5716.84,1990-05-01,Completed,90c49964-5059-453c-8918-448f20aecc57,Rejected,5196.75,34,1971-03-30,1981-10-11,1983-07-01,18,Yes,Jacket,Clothing,100.32,Low,9.32,88.36
Jones Group,Pakistan,Technology,Medium,2016-06-14,Product Sales,Online,USD,2018,2,Australia,PayPal,6925.1,1971-06-18,Failed,4c0d7be7-7bf9-41b3-b2db-603c5595ac47,Rejected,60643.84,20,1984-11-09,1986-11-14,1976-03-17,21,Yes,Magazine,Books,626.2,High,50.0,82.99
Marshall-Cameron,Tuvalu,Retail,Small,1998-02-08,Subscription,Offline,USD,2020,2,North America,Bank Transfer,4907.08,1988-04-17,Failed,8195b4a4-3231-4cdc-bcee-e83854c42048,Pending,93307.21,26,2019-05-21,2024-06-22,1986-08-29,15,Yes,Novel,Books,85.64,Medium,92.93,87.99
Vasquez Group,Pakistan,Technology,Medium,1971-01-27,Product Sales,Online,USD,2018,3,Asia,Credit Card,8162.46,2008-02-13,Pending,c8793a68-1fe6-413d-b32c-0c1e4971b447,Rejected,26108.45,57,2020-11-04,2012-02-06,1978-09-28,23,Yes,Cabinet,Furniture,689.9,Medium,52.74,34.08
Perry-Hill,Croatia,Manufacturing,Small,2014-07-16,Subscription,Online,USD,2019,1,Africa,Cash,8770.19,1978-03-24,Failed,40aea1b7-db8a-4116-b73e-e50fa6c0566b,Approved,71341.83,6,1997-09-06,1997-03-13,1977-01-28,15,No,Comic,Books,465.59,Medium,9.69,7.21
Walker-Olson,Croatia,Finance,Medium,2013-11-30,Product Sales,Offline,USD,2021,3,Asia,Cash,5600.05,2020-03-29,Pending,8c43d113-f037-4825-b9b0-4c436d2b8168,Approved,96085.23,54,2023-01-22,2018-09-10,1999-03-29,29,Yes,Shoes,Clothing,492.37,Low,14.82,18.3
Vasquez Group,Tuvalu,Retail,Small,1972-05-03,Product Sales,Online,USD,2020,3,North America,Bank Transfer,9471.58,1991-06-15,Completed,ec8694ef-6bff-4b2b-bee5-7013c2e0c1d4,Pending,60383.49,4,2022-09-17,2002-05-26,1970-06-24,11,Yes,Table,Furniture,673.79,High,76.96,41.62
Perry-Hill,Croatia,Retail,Small,1992-06-19,Service Revenue,Online,USD,2018,4,Asia,Bank Transfer,3690.39,1986-08-14,Failed,abe72c8e-eacc-4178-8dd7-b9356750450f,Pending,4275.28,10,1986-02-18,1973-03-17,2022-08-17,27,Yes,Table,Furniture,673.79,High,63.1,2.62
Marshall-Cameron,Saint Barthelemy,Retail,Large,2017-07-23,Subscription,Online,USD,2020,3,Asia,PayPal,8806.4,1999-09-29,Completed,bbae48dc-729e-4026-8953-d96a1f74f9d9,Rejected,10513.18,57,2008-07-13,1997-12-10,2015-06-06,0,No,Microwave,Household Items,459.28,Medium,2.56,62.57
"Hanson, Estrada and Nguyen",Gambia,Finance,Large,1985-04-20,Subscription,Offline,USD,2019,4,Asia,Credit Card,2783.37,1970-03-16,Completed,814be999-7ba5-4bab-809d-d2fd9d2c6009,Rejected,46791.46,47,1980-04-02,2003-02-04,1992-03-12,14,Yes,Magazine,Books,626.2,Low,70.19,76.28
Marshall-Cameron,Tonga,Finance,Large,2022-06-22,Product Sales,Offline,USD,2022,3,Australia,Bank Transfer,2136.0,2006-12-19,Pending,e4582308-c64f-49f3-993c-5717fb08d9ab,Approved,54398.34,10,1976-07-16,1973-05-28,2010-02-06,12,Yes,Iron,Household Items,960.7,Low,17.33,33.25
Marshall-Cameron,Tuvalu,Manufacturing,Small,1982-07-19,Product Sales,Offline,USD,2022,3,North America,Bank Transfer,6998.57,2016-01-16,Failed,c164679b-1090-445b-a7a3-09bf45aacb90,Rejected,96424.43,53,1971-11-08,2001-07-16,1978-05-26,22,No,Pants,Clothing,492.67,Medium,76.51,73.31
Marshall-Cameron,South Georgia and the South Sandwich Islands,Healthcare,Small,2004-05-09,Product Sales,Offline,USD,2023,4,Australia,Bank Transfer,4576.97,1972-01-15,Completed,cb7e62c0-9e73-4a28-b8a3-7e25f85fa515,Approved,41049.46,41,1973-11-26,1990-11-19,2024-07-04,27,Yes,Textbook,Books,222.95,High,89.22,96.79
"Avila, King and Ingram",Pakistan,Technology,Small,2007-08-27,Service Revenue,Offline,USD,2022,1,Australia,Credit Card,1771.06,1971-01-11,Pending,d6af21ed-564b-4597-8f48-cc1eb1afbbeb,Pending,69151.01,48,1974-12-16,2021-11-14,2014-04-26,27,No,Pants,Clothing,492.67,Medium,5.77,36.03
Jones Group,Tonga,Manufacturing,Small,1983-10-02,Product Sales,Offline,USD,2023,3,Asia,Credit Card,8943.2,2006-07-12,Completed,9398ad38-4142-425b-bb4d-d7aeabd4844e,Rejected,80664.18,2,2019-03-15,1984-03-18,1986-03-12,16,No,Manual,Books,158.13,Medium,0.11,57.7
Jones Group,Croatia,Healthcare,Medium,1971-08-16,Service Revenue,Online,USD,2020,2,Australia,Bank Transfer,8797.93,2005-03-18,Failed,c59cd83f-3944-478c-b5cd-fcc5d199eda6,Approved,17600.51,2,1996-05-27,1982-07-29,1973-09-11,23,Yes,Jacket,Clothing,100.32,Medium,1.16,5.41
Vasquez Group,Pakistan,Healthcare,Medium,2021-08-02,Service Revenue,Online,USD,2021,1,Africa,Cash,5298.99,1975-04-04,Pending,5cadfa1e-8eb4-42d5-8627-a503b4c30a98,Approved,22838.65,22,1975-03-20,1970-03-21,1977-04-12,3,No,Chair,Furniture,881.54,Medium,64.42,21.14
"Hanson, Estrada and Nguyen",Maldives,Healthcare,Large,2007-08-20,Product Sales,Offline,USD,2023,2,Asia,Credit Card,3609.87,1996-10-15,Pending,304fc9de-01f6-4397-9448-30e42f3f9653,Pending,17145.04,60,2019-09-21,1976-12-01,1991-05-25,10,No,Manual,Books,158.13,High,15.27,24.24
Marshall-Cameron,Saint Barthelemy,Finance,Large,1998-02-27,Product Sales,Offline,USD,2020,1,Africa,Credit Card,4912.86,1982-08-04,Completed,f42f7e5b-fdaa-4c4b-a272-b1f8a328d15e,Approved,16652.22,45,1994-02-10,2018-03-06,2008-08-15,30,Yes,Vacuum,Household Items,197.2,Low,32.23,18.36
Taylor Group,Gambia,Retail,Large,2001-11-24,Product Sales,Online,USD,2020,1,North America,Credit Card,2506.66,1996-06-10,Failed,0e3b2e56-cb1b-4d73-81aa-467e772ed1c9,Pending,62269.61,43,2012-09-11,2004-12-19,1987-07-25,29,Yes,Pants,Clothing,492.67,Medium,74.52,11.05
Taylor Group,Gambia,Healthcare,Medium,2004-09-01,Product Sales,Offline,USD,2022,2,Africa,Bank Transfer,8138.23,2014-01-10,Pending,f9d9b1fd-324a-4e27-9d2d-435f88b8d104,Rejected,43744.94,31,1978-12-03,1984-01-17,1984-07-01,16,Yes,Dress,Clothing,724.96,High,20.34,40.64
Perry-Hill,Pakistan,Technology,Small,1973-02-16,Service Revenue,Online,USD,2020,2,Africa,Cash,3609.16,1992-02-27,Failed,a6de2051-d6ef-44b8-9c08-5c03f3f78f51,Approved,6440.48,58,2017-02-16,1992-10-28,2019-09-09,5,No,Novel,Books,85.64,Low,69.6,9.72
"Avila, King and Ingram",Croatia,Healthcare,Small,2012-09-18,Service Revenue,Online,USD,2020,2,Europe,PayPal,414.37,1986-09-11,Pending,eaef4984-e8db-49ab-bf0b-7ade92e5c05a,Pending,40148.2,19,1988-05-24,2023-09-16,1992-09-19,16,Yes,Vacuum,Household Items,197.2,Low,60.83,1.63
Walker-Olson,South Georgia and the South Sandwich Islands,Technology,Medium,1994-11-05,Service Revenue,Online,USD,2019,2,Africa,Bank Transfer,7408.56,1983-03-03,Failed,abccebba-62d7-49ef-8123-71d6e4b42b93,Approved,21675.75,15,1988-12-16,2004-12-24,2024-09-23,5,No,Pants,Clothing,492.67,Medium,28.2,37.32
Oliver LLC,Tuvalu,Retail,Small,1998-06-04,Service Revenue,Offline,USD,2021,1,Asia,PayPal,3179.97,1996-10-16,Failed,dccba201-6659-48ca-90a8-b2b66e604b4f,Pending,88592.51,53,1972-06-10,1981-05-25,2013-03-27,12,No,Textbook,Books,222.95,Low,76.19,56.87
Vasquez Group,Maldives,Manufacturing,Large,2013-02-02,Subscription,Online,USD,2020,3,North America,Bank Transfer,5694.26,2002-11-09,Pending,e465cee2-cb61-47bd-a603-d58c183271a8,Pending,28161.0,34,1977-07-14,2017-04-22,1972-09-22,29,Yes,Headphones,Electronics,506.47,Low,50.12,40.11
Taylor Group,Maldives,Healthcare,Large,1990-01-06,Service Revenue,Offline,USD,2019,4,Africa,Credit Card,7832.16,1985-12-23,Failed,818e8957-f1d6-4e66-8563-a845252c3db8,Pending,18228.86,23,2014-09-27,1985-08-01,2000-11-28,27,No,Tablet,Electronics,447.82,High,33.91,41.29
Walker-Olson,Saint Barthelemy,Finance,Small,2023-01-22,Product Sales,Online,USD,2023,1,Australia,PayPal,1685.94,2012-06-05,Pending,55542af7-fed7-4af4-9f94-1749817237b4,Approved,42357.67,55,2011-03-19,1995-07-28,2011-04-20,9,Yes,Smartphone,Electronics,606.35,Low,73.45,71.55
"Hanson, Estrada and Nguyen",Lesotho,Retail,Medium,1979-01-02,Subscription,Offline,USD,2023,2,Africa,Bank Transfer,9399.03,1997-08-02,Failed,377ea6c1-1fbd-4995-9808-fa3a72de3199,Rejected,10496.58,1,2018-07-31,2001-07-12,2000-05-06,19,Yes,Blender,Household Items,473.47,High,70.99,69.44
Marshall-Cameron,Tuvalu,Healthcare,Medium,2011-05-31,Service Revenue,Offline,USD,2018,4,Australia,Bank Transfer,9845.22,2021-11-05,Failed,acc3753f-e100-4c47-99b2-51e87e39ac8a,Rejected,47950.42,60,2012-01-14,2004-08-25,2015-03-23,4,No,Smartphone,Electronics,606.35,Medium,39.0,19.64
Marshall-Cameron,Pakistan,Finance,Medium,2003-05-28,Subscription,Offline,USD,2023,3,Europe,Bank Transfer,8678.4,1996-08-12,Completed,d8e1d48e-e1ca-4d31-af4e-70b4e0a889da,Rejected,96169.14,17,1976-11-26,1979-08-20,1974-10-26,29,Yes,Chair,Furniture,881.54,Low,72.13,97.51
Jones Group,Tonga,Healthcare,Medium,2012-09-14,Product Sales,Offline,USD,2021,2,Africa,Bank Transfer,7482.03,2012-11-22,Pending,6a878d7c-7cbc-489e-a997-46f4d7ca191e,Pending,54687.58,12,1994-02-22,1999-01-01,1970-03-23,8,Yes,Blender,Household Items,473.47,Medium,89.51,55.17
Oliver LLC,Saint Barthelemy,Retail,Small,2002-05-28,Subscription,Offline,USD,2021,1,Africa,Bank Transfer,7113.2,1970-11-28,Pending,5d56a2ee-3823-4dab-9a7b-962e8291559d,Rejected,98515.28,18,2016-09-14,1997-02-22,2015-06-14,23,Yes,Pants,Clothing,492.67,Low,75.05,89.26
Vasquez Group,South Georgia and the South Sandwich Islands,Healthcare,Medium,2005-03-18,Product Sales,Online,USD,2021,3,Asia,Bank Transfer,1869.98,2010-03-13,Pending,39d0241c-fcd0-480c-9a4c-c1c25fc96f27,Pending,51229.45,44,2003-08-06,1989-08-07,2002-10-13,5,Yes,Cabinet,Furniture,689.9,Low,76.78,8.78
Jones Group,Saint Barthelemy,Manufacturing,Small,1985-01-24,Subscription,Online,USD,2022,1,Australia,PayPal,7625.84,1979-05-03,Pending,cb97afce-5bdf-4c16-873b-9de08efe77ea,Pending,5716.07,8,2022-06-05,1971-01-03,1975-12-23,12,No,Blender,Household Items,473.47,Low,16.13,2.15
"Hanson, Estrada and Nguyen",Tonga,Manufacturing,Small,2022-09-16,Product Sales,Offline,USD,2019,2,Asia,Cash,2025.94,2023-03-11,Failed,47db8e33-18f6-4f2d-a302-efe017c35faa,Pending,19066.55,30,1973-08-20,2011-05-19,1993-11-23,18,Yes,Iron,Household Items,960.7,Medium,90.73,30.75
Luna-Brewer,Japan,Manufacturing,Medium,2019-08-01,Subscription,Offline,USD,2019,2,Australia,Credit Card,384.66,1976-06-08,Completed,075a28a9-fbd5-468e-ac3e-fde8833b2a9c,Pending,10783.96,43,1995-04-03,2017-02-11,2020-07-20,30,Yes,Iron,Household Items,960.7,High,63.32,71.25
Taylor Group,Gambia,Retail,Small,1995-07-03,Subscription,Online,USD,2018,4,Australia,Credit Card,7189.74,1994-01-14,Completed,f23eddee-fdc2-494a-a6bc-d16ebd56bceb,Approved,16547.73,33,1974-09-22,2001-12-19,2013-08-29,6,No,Laptop,Electronics,13.46,High,26.67,77.38
Jones Group,Croatia,Manufacturing,Large,2004-07-16,Service Revenue,Offline,USD,2018,3,Europe,Bank Transfer,4094.81,2019-05-22,Pending,98d9b25d-24b6-431e-8c61-88c7e69d2da8,Rejected,2426.79,57,2012-08-22,2016-11-09,1972-06-23,5,No,Cabinet,Furniture,689.9,High,67.77,64.25
"Hanson, Estrada and Nguyen",Tuvalu,Healthcare,Large,2010-09-03,Service Revenue,Online,USD,2021,1,Europe,Credit Card,5681.4,2009-08-10,Completed,b41ff552-1788-460e-8cd4-a28712c2b26c,Rejected,18940.5,31,2002-12-07,1975-11-15,2018-05-14,19,No,Toaster,Household Items,991.8,Low,86.15,57.36
"Avila, King and Ingram",Tuvalu,Retail,Large,1978-06-25,Subscription,Offline,USD,2022,1,Asia,Credit Card,2208.19,2012-12-14,Failed,a7ed9ab4-8962-4203-99e0-6646bc8df4eb,Rejected,64425.1,21,1972-01-09,2017-01-05,1986-11-24,19,No,Magazine,Books,626.2,Low,96.95,89.73
Vasquez Group,Croatia,Manufacturing,Small,1980-06-23,Service Revenue,Online,USD,2023,1,Europe,PayPal,7982.95,1979-05-22,Failed,0ce3f5c8-327d-4e79-a9c3-4c4a7a227974,Approved,69058.89,28,2016-02-24,2010-12-20,2006-07-18,8,No,Laptop,Electronics,13.46,High,18.94,42.54
Walker-Olson,Maldives,Technology,Medium,1997-11-18,Product Sales,Offline,USD,2021,1,Australia,Credit Card,6752.84,2009-10-07,Pending,df689474-0f88-481b-a1b9-b3fcc0d6cb10,Approved,64394.45,13,2001-10-28,2018-05-23,1995-09-28,20,No,Table,Furniture,673.79,Medium,12.53,46.34
Taylor Group,South Georgia and the South Sandwich Islands,Retail,Large,1988-10-15,Subscription,Offline,USD,2021,2,Australia,Cash,6430.95,2004-11-04,Failed,8a56dda8-d5ec-4e55-a032-6cbf34e526d7,Approved,14528.62,55,1998-11-09,1998-08-22,1975-04-05,8,Yes,Blender,Household Items,473.47,High,55.14,38.62
Walker-Olson,Gambia,Manufacturing,Medium,1986-07-11,Product Sales,Online,USD,2019,2,Asia,Cash,5862.67,1988-10-04,Pending,5ab751df-5bc7-40b8-83e6-fb8210703f3e,Approved,93702.11,57,2021-02-12,1971-03-05,2000-10-05,14,Yes,Sofa,Furniture,159.31,Medium,94.53,19.85
Luna-Brewer,Croatia,Technology,Medium,2005-12-13,Service Revenue,Online,USD,2019,1,Asia,Bank Transfer,9492.62,2008-08-31,Failed,ff3ad708-6198-4bc8-bc36-7aeee35849d2,Rejected,54277.34,36,1978-06-28,1977-02-13,1989-11-19,2,No,Camera,Electronics,546.92,Low,70.31,65.69
Vasquez Group,Tuvalu,Retail,Medium,2020-01-08,Service Revenue,Online,USD,2018,1,North America,Credit Card,1080.5,1974-06-15,Pending,8ac246fd-47c4-4e4d-a892-28319db3d83e,Pending,75084.35,6,1979-12-12,2018-07-22,2018-03-26,10,No,Shoes,Clothing,492.37,Medium,8.68,89.45
Vasquez Group,Lesotho,Retail,Small,2022-02-19,Subscription,Online,USD,2018,4,Africa,Cash,1039.25,1988-07-06,Completed,48a70a70-5b90-453e-ac5e-463c86552797,Approved,41340.33,15,1980-01-28,1989-09-03,1994-05-07,27,Yes,Chair,Furniture,881.54,Low,87.68,98.09
Jones Group,South Georgia and the South Sandwich Islands,Technology,Medium,2020-12-12,Subscription,Offline,USD,2022,4,North America,Credit Card,2554.02,2007-05-23,Pending,f2ee1f69-0deb-4a95-a769-5e1aec860177,Pending,25580.75,50,2009-06-21,1998-01-04,2006-10-24,28,Yes,Chair,Furniture,881.54,Medium,21.9,75.18
Taylor Group,Croatia,Retail,Small,2000-05-25,Product Sales,Offline,USD,2021,4,North America,Cash,5162.17,1985-11-04,Pending,12e732b0-9ef4-4593-8e62-e8cefab55299,Approved,1914.55,12,2003-11-30,2014-01-10,2024-11-07,9,Yes,Novel,Books,85.64,Low,44.42,70.34
"Avila, King and Ingram",Croatia,Healthcare,Large,1978-02-11,Product Sales,Offline,USD,2019,4,Asia,Bank Transfer,4502.71,2004-12-24,Completed,fe6627d8-b664-447b-b99c-48f4745ba576,Approved,72695.5,9,2022-12-20,2023-12-07,2008-11-10,10,Yes,Shoes,Clothing,492.37,Medium,96.44,29.83
"Hanson, Estrada and Nguyen",Pakistan,Manufacturing,Medium,2005-07-08,Service Revenue,Online,USD,2018,3,North America,Cash,3798.02,1995-09-22,Pending,416306d7-7142-4597-873d-e62032e9ec89,Approved,63098.75,39,1989-08-18,2023-08-09,1973-06-17,3,Yes,Novel,Books,85.64,High,56.69,98.89
Walker-Olson,Saint Barthelemy,Healthcare,Small,2008-09-18,Subscription,Online,USD,2020,2,Australia,Bank Transfer,2398.16,1971-01-16,Completed,bd3c4ff8-5913-498b-bba4-8cac160d259e,Pending,22101.96,13,1993-10-20,1981-12-13,2003-12-04,26,Yes,Microwave,Household Items,459.28,Low,63.49,64.21
Jones Group,Lesotho,Technology,Medium,1995-03-13,Subscription,Offline,USD,2023,4,Europe,PayPal,4305.76,2013-08-24,Completed,25086410-35d8-43a3-a817-73edf043091e,Rejected,15793.33,50,1999-07-12,1970-04-29,2020-01-09,1,Yes,Jacket,Clothing,100.32,Low,72.85,28.64
Taylor Group,Tuvalu,Retail,Medium,2019-09-22,Product Sales,Offline,USD,2018,4,Asia,Cash,7051.26,1988-06-28,Completed,db5e216c-605b-4f1e-bb32-dc445d69ca84,Approved,87107.96,50,2004-01-06,1995-01-05,1975-12-24,22,No,Bed,Furniture,931.86,High,63.2,8.32
"Avila, King and Ingram",Tuvalu,Finance,Small,2000-09-17,Service Revenue,Online,USD,2022,3,Europe,PayPal,374.22,2018-03-26,Pending,9699232f-3337-4e97-b660-6d5be101b29b,Pending,28939.39,57,1981-10-26,2001-06-22,2001-02-18,27,Yes,Pants,Clothing,492.67,Medium,30.41,96.96
"Avila, King and Ingram",Gambia,Technology,Medium,1997-09-16,Subscription,Online,USD,2021,4,Europe,PayPal,1011.73,2020-11-24,Pending,6a7dce93-2d8c-46bf-8859-378801121aec,Pending,93691.23,33,1989-07-15,2010-01-31,1980-07-10,20,No,Tablet,Electronics,447.82,Medium,78.7,65.7
Jones Group,Lesotho,Manufacturing,Large,2019-05-21,Product Sales,Online,USD,2023,3,Europe,PayPal,9815.15,2011-12-18,Completed,8927add8-95dc-4edf-a2d1-8f6a01c509e9,Rejected,56390.47,10,2004-09-13,2019-11-14,2019-03-21,2,No,Bed,Furniture,931.86,High,14.05,14.67
Vasquez Group,Croatia,Manufacturing,Medium,2015-11-04,Product Sales,Online,USD,2020,3,North America,Credit Card,758.54,1978-10-09,Failed,06dbf3fd-82de-4970-bc7d-6c4e08ae63c7,Rejected,39837.99,28,2007-10-13,1995-11-22,1973-04-13,23,No,Tablet,Electronics,447.82,Low,82.9,52.63
Vasquez Group,Maldives,Finance,Medium,2021-03-24,Product Sales,Offline,USD,2020,3,Asia,PayPal,9663.1,2000-09-22,Failed,804f446e-62ed-41e8-9273-eb2555085369,Rejected,68331.68,54,1975-07-03,1988-11-11,1983-12-31,17,Yes,Pants,Clothing,492.67,High,7.42,16.98
Jones Group,Pakistan,Finance,Medium,1994-05-31,Subscription,Online,USD,2020,3,Australia,Cash,7415.97,1986-04-02,Completed,d0323280-882c-4982-b5bf-c9ded833c502,Approved,25010.55,15,1989-03-15,2003-02-08,1983-11-13,9,Yes,Novel,Books,85.64,High,12.44,89.98
"Avila, King and Ingram",Gambia,Manufacturing,Small,2008-08-15,Subscription,Online,USD,2018,3,Europe,PayPal,812.69,1991-10-23,Completed,14fe5613-c654-422f-968c-e7281aabf6f6,Approved,14014.14,30,2012-09-29,1993-01-09,1982-05-16,29,No,Shoes,Clothing,492.37,High,85.43,42.14
Luna-Brewer,Maldives,Healthcare,Medium,1989-07-03,Subscription,Offline,USD,2021,1,Australia,Bank Transfer,9393.69,1974-03-03,Failed,f8f60d29-6341-4726-aaa3-7eeb8b90cadc,Rejected,63446.11,53,2018-12-16,2004-04-28,2005-07-11,16,No,Tablet,Electronics,447.82,Low,75.95,26.45
Marshall-Cameron,Pakistan,Manufacturing,Medium,2022-01-21,Subscription,Online,USD,2019,2,Asia,Bank Transfer,6386.61,1971-05-03,Completed,125e9048-7868-48fd-97df-0bd9b8f72bb2,Rejected,79933.2,25,1996-08-13,2018-06-10,2018-02-16,25,No,Laptop,Electronics,13.46,Low,55.56,58.06
Walker-Olson,Gambia,Healthcare,Large,2005-09-21,Subscription,Offline,USD,2023,3,Asia,Credit Card,8515.99,2014-06-19,Pending,f17e8507-f9ed-4504-bca3-b375e8bb3df2,Pending,16156.12,39,1979-05-05,2016-05-19,1999-09-06,17,No,Chair,Furniture,881.54,Low,89.82,44.72
Luna-Brewer,Maldives,Technology,Medium,2023-06-28,Product Sales,Offline,USD,2023,2,Asia,Credit Card,2108.67,1996-02-12,Failed,2c1993f4-6e86-4137-947b-027836be7cab,Approved,2128.83,21,1999-08-08,2018-07-09,2003-08-01,19,Yes,Smartphone,Electronics,606.35,Low,22.42,87.18
Luna-Brewer,Gambia,Technology,Large,1977-04-08,Service Revenue,Online,USD,2021,4,Africa,Cash,3983.66,2023-05-26,Pending,65b3b57d-a249-435a-bfd2-f482a6f07892,Pending,27698.48,48,2009-11-15,2008-08-03,2021-02-22,25,No,Blender,Household Items,473.47,High,14.65,79.36
Marshall-Cameron,Tuvalu,Retail,Large,1970-02-11,Subscription,Online,USD,2021,2,Europe,Credit Card,4376.35,2000-06-07,Pending,9e16a22e-6c5e-4afe-8e24-5f188b112dab,Rejected,12321.69,40,1983-03-28,1984-10-10,1984-08-10,27,Yes,Microwave,Household Items,459.28,Low,62.05,69.88
Luna-Brewer,Maldives,Technology,Medium,2006-12-28,Subscription,Offline,USD,2019,2,Africa,PayPal,4854.05,1978-01-15,Completed,736dde6a-9e94-4d38-9ba6-3c88daeac3f8,Approved,79743.32,51,1973-07-02,1998-08-15,1994-12-12,12,Yes,Shoes,Clothing,492.37,Low,91.33,60.8
Jones Group,Japan,Healthcare,Large,1979-03-03,Subscription,Online,USD,2018,2,North America,PayPal,7160.19,1972-04-09,Completed,e5e9702f-b983-4d63-8755-b054fad480fb,Rejected,6125.43,14,1978-10-17,1978-08-11,1984-07-21,14,Yes,Smartphone,Electronics,606.35,High,67.26,48.75
Taylor Group,Lesotho,Manufacturing,Small,1986-04-13,Service Revenue,Offline,USD,2022,3,North America,Bank Transfer,9281.37,2013-08-27,Pending,7a95e8ef-2088-4271-b9a3-485ecf51fbe8,Approved,34471.91,50,2004-01-23,2014-09-02,1997-06-08,26,No,Shoes,Clothing,492.37,Medium,17.46,21.32
